Normalized_Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Car_Age,Is_Insurance_Valid,Price_per_Kilometer,Insurance_and_Age
0.01617328753807271,4.0,3686,0.028230973475699153,1,3,1,0.25,0,5.01230848683078,0
0.03092096614421804,4.2,3686,0.03202744932227196,3,3,1,0.17500000000000002,0,8.446903214385069,0
0.0326984641306461,4.3,3686,0.018817948979641428,3,3,1,0.15,0,15.202470623681831,0
0.02202421841006508,4.4,3686,0.022475104611661103,1,3,1,0.17500000000000002,0,8.573554850800058,0
0.02783811807400687,4.4,3686,0.009911985264457307,3,3,1,0.07500000000000001,0,24.570926621997057,0
0.04695547923012119,4.3,3686,0.027844602880688435,1,3,1,0.17500000000000002,0,14.754021584198737,0
0.017418276752733365,3.9,3686,0.035746165049094177,1,3,1,0.30000000000000004,0,4.263278346777848,0
0.02880092948332207,4.3,3686,0.02569161956509413,1,3,1,0.20000000000000004,0,9.807969986443457,0
0.056204023440754695,4.7,3686,0.01416368181206999,1,3,1,0.07500000000000001,0,34.717161319837594,0
0.043705990723682385,4.6,3686,0.016207314959265036,1,3,0,0.07500000000000001,0,23.593153423288356,0
0.03423525926474536,4.5,3686,0.015615204047414233,1,3,1,0.07500000000000001,0,19.181440946107163,0
0.021613172000703593,4.2,3686,0.032850410589632305,3,3,1,0.20000000000000004,0,5.756318268116478,0
0.03876232444892933,4.4,3686,0.03193105917383113,1,3,1,0.17500000000000002,0,10.620947694180915,0
0.04304091022709388,4.0,3686,0.016063134737227494,3,0,0,0.225,0,23.44266841468334,0
0.03087467713415481,4.3,3686,0.036706016527265455,1,3,1,0.17500000000000002,0,7.359247081669131,0
0.016543599618578556,4.0,3686,0.06883714600920485,1,5,1,0.30000000000000004,0,2.1027122433370593,0
0.023875778812594315,4.3,3686,0.038364899081944584,1,3,1,0.17500000000000002,0,5.444927689221999,0
0.05177879407870983,3.9,3686,0.03593732534348103,1,3,1,0.125,0,12.605909664623152,0
0.01974679911495413,4.2,3686,0.032604170210422126,1,3,1,0.30000000000000004,0,5.298959083794997,0
0.03247627688234259,4.2,3686,0.043155246459079546,1,3,1,0.125,0,6.584188892434168,0
0.0421043909754946,4.7,3686,0.03745526768111223,1,3,1,0.1,0,9.835193114484667,0
0.022588018552635234,4.2,3686,0.023662566440352317,3,3,1,0.25,0,8.351783391524611,0
0.026856791060666376,3.9,3686,0.03759134789067575,3,3,1,0.15,0,6.250786468433527,0
0.03904005850930872,4.3,3686,0.050386127594636496,1,0,1,0.20000000000000004,0,6.779072758254831,0
0.040586111445420625,4.6,3686,0.013835631306872213,1,3,1,0.0,0,25.664383561643834,0
0.047964579649499614,4.4,3686,0.05015689724162175,1,3,1,0.125,0,8.366826542641668,0
0.022955368136497033,4.2,3686,0.031539018570088596,1,3,1,0.225,0,6.367995274539011,0
0.05544266180323468,4.5,3686,0.012642499469449182,1,3,1,0.07500000000000001,0,38.367288103017486,0
0.06283260968180934,4.9,3686,0.002904664473183289,1,3,1,0.1,0,189.21076108168387,0
0.03808641232398604,4.3,3686,0.03784811828610216,4,3,1,0.125,0,8.80428874098487,0
0.035235101882111146,4.6,3686,0.03907608017716347,1,3,1,0.125,0,7.889206724291607,0
0.05413027578992196,4.9,3686,0.005580908594599236,1,3,1,0.024999999999999994,0,84.84965897547525,0
0.016904653897071756,4.1,3686,0.040625612563443346,3,3,1,0.275,0,3.6406212616636093,0
0.03145791866095152,4.6,3686,0.016459225347207035,1,3,1,0.024999999999999994,0,16.721568820432065,0
0.01605293611190831,4.0,3686,0.024201217269874595,1,3,1,0.30000000000000004,0,5.803373606881087,0
0.062267883759037926,4.8,3686,0.009688424920174377,1,3,1,0.05000000000000002,0,56.22797191105166,0
0.03338354147958192,4.3,3686,0.044483648504818694,1,3,1,0.1,0,6.5660154045048165,0
0.022329725876482406,4.3,3686,0.02518536878546793,1,3,1,0.275,0,7.7570914002701485,0
0.0559448049844006,4.5,3686,0.04845832462581992,1,0,1,0.125,0,10.100942733928392,0
0.014201375709379079,4.3,3686,0.048353024463657676,1,3,1,0.275,0,2.569669659608684,0
0.026069877889591454,4.2,3686,0.023319125911453905,1,3,1,0.25,0,9.781139284473776,0
0.04918660951516891,4.3,3686,0.03183952903287471,1,3,1,0.125,0,13.515963265409956,0
0.03136534064082506,4.3,3686,0.04930072592311792,1,3,1,0.1,0,5.566309598133605,0
0.01680281807493265,4.0,3686,0.0550671248033722,1,3,1,0.25,0,2.6696918437890713,0
0.05732421748428488,4.5,3686,0.027818682840771575,1,3,0,0.1,0,18.02879604018052,0
0.054639454900617494,4.6,3686,0.048564434789229574,1,0,1,0.125,0,9.843704655002751,0
0.03282807335882315,4.5,3686,0.03138430833183483,1,3,0,0.05000000000000002,0,9.151650450357447,0
0.03165548015590139,4.0,3686,0.06619735194392198,1,3,1,0.25,0,4.183894966106258,0
